userWallet,num_transactions,num_deposit,num_borrow,num_repay,num_liquidationcall,num_redeemunderlying,total_deposit_usd,total_borrow_usd,total_repay_usd,first_tx,last_tx,deposit_to_borrow_ratio,repay_to_borrow_ratio,active_days,avg_tx_per_day
0x001589fe1923c2118f34e4277f2ef650fcbf0161,30,0,0,0,0,0,3.758467113608676e+21,1.419946916528213e+21,0.0,1618943684,1630415434,2.6469067750773196,0.0,133.77488425925927,0.22425734222172233
0x00159370cbe576b765a7fb2e78582e0cb563d445,19,0,0,0,0,0,2.4510907774069794e+21,2.3487368202867216e+21,0.0,1628500155,1630299760,1.0435782997210232,0.0,21.828761574074075,0.8704112661419243
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,2,0,0,0,0,0,14143677.216766179,0.0,0.0,1622138895,1622140653,14143677216766.18,0.0,1.0203472222222223,1.9601170625467907
0x0016469a65facda9e86fd0ae0e9661128843c224,2,0,0,0,0,0,2.066851083836642e+16,4676133673838557.0,0.0,1620615531,1620615531,4.42,0.0,1.0,2.0
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,1,0,0,0,0,0,2.0245672002376752e+17,0.0,0.0,1622095387,1622095387,2.0245672002376753e+23,0.0,1.0,1.0
0x00183135585d70a523d61b2e43037a7138b36906,54,0,0,0,0,0,1.6622293870576693e+21,3.8497900537521604e+21,1.709073425633666e+21,1625101762,1630038823,0.43177143788337075,0.44393938416665973,58.14190972222222,0.9287620626496353
0x00184e8aa1e95f491f2d9601e12b540092160ded,4,0,0,0,0,0,1.0230571110800009e+20,2.498479710580002e+19,2.498479710580002e+19,1618391523,1618391595,4.094718507209756,1.0,1.0008333333333332,3.9966694421315574
0x0018583d7654803d2c59467e10dec5f70bbe1851,72,0,0,0,0,0,260583128623810.8,0.0,0.0,1620571652,1622489320,2.6058312862381084e+20,0.0,23.195231481481482,3.104086288489213
0x001875a076b3cfe1c9535d76b0345c16e3d61118,2,0,0,0,0,0,2259609.8782034474,0.0,0.0,1626281917,1626753569,2259609878203.4478,0.0,6.458935185185185,0.3096485632163311
0x0018d044b946ede86b43bb3b964a45772a5abeb9,22,0,0,0,0,0,2.8720331146862185e+22,1121551.4727063226,1121345.368530205,1623996770,1628601325,2.560767993780431e+16,0.9998162329753622,54.29346064814815,0.40520533665319747
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,5,0,0,0,0,0,0.0,79004124.43596895,158723292.12505054,1624037278,1625265329,0.0,2.009050707899309,15.21355324074074,0.32865432032080316
0x0019bd9f6142943f3a03a8a62d0001a95213f555,1,0,0,0,0,0,1.2660839226404059e+17,0.0,0.0,1621828078,1621828078,1.266083922640406e+23,0.0,1.0,1.0
0x001b024b98ee862aa01eea595c4c16a0213d2611,2,0,0,0,0,0,9.012925262863052e+20,498740594.39622635,0.0,1618217112,1618217236,1807136889222.7532,0.0,1.0014351851851853,1.99713374323887
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,32,0,0,0,0,0,4.6710787684152525e+19,234878214.29900873,235262231.00104672,1622713661,1624707727,198872372320.9499,1.0016349609229749,24.079467592592593,1.3289330371176458
0x001bc97d92e1a30b02d4e75be25f06063555d556,45,0,0,0,0,0,1.1472342231228868e+23,54445837409.09295,54503631299.33802,1623254837,1624078590,2107110989041.9067,1.0010614932746984,10.53417824074074,4.271809245258765
0x001be549fa377710b9e59d57bbdf593ce1e379ca,2,0,0,0,0,0,1.586084926828216e+18,0.0,0.0,1626653388,1628439978,1.586084926828216e+24,0.0,21.678125,0.0922589015424535
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,2,0,0,0,0,0,1.8124286535486912e+18,0.0,0.0,1626144348,1626982308,1.8124286535486912e+24,0.0,10.698611111111111,0.18694015318706997
0x001d2a3192a49e28cac0a7abcaa916648c62b982,1,0,0,0,0,0,1.5659901853326884e+18,0.0,0.0,1626856437,1626856437,1.5659901853326884e+24,0.0,1.0,1.0
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,1,0,0,0,0,0,1133785.1305503868,0.0,0.0,1627063469,1627063469,1133785130550.387,0.0,1.0,1.0
0x001f96b7e19a54ae45f451b0148336504d03fdcf,1,0,0,0,0,0,566640822.6639781,0.0,0.0,1626721307,1626721307,566640822663978.1,0.0,1.0,1.0
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,6,0,0,0,0,0,1.1963032316799445e+21,0.0,0.0,1623996456,1629893966,1.1963032316799445e+27,0.0,69.25821759259259,0.08663231900212404
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,1,0,0,0,0,0,23605.146373711013,0.0,0.0,1626677429,1626677429,23605146373.711014,0.0,1.0,1.0
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,1,0,0,0,0,0,0.0,0.0,0.0,1627355152,1627355152,0.0,0.0,1.0,1.0
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,2,0,0,0,0,0,1.157956333789602e+18,0.0,0.0,1626181219,1626709719,1.1579563337896021e+24,0.0,7.116898148148148,0.28102130427711824
0x00222d56e0509a5e9ab05c588c548290a5e9f876,1,0,0,0,0,0,1.10570237623672e+18,0.0,0.0,1626690455,1626690455,1.1057023762367201e+24,0.0,1.0,1.0
0x002379916ac42a432f3b53f16782d33267debb4c,1,0,0,0,0,0,1.1886507952922616e+18,0.0,0.0,1626657568,1626657568,1.1886507952922617e+24,0.0,1.0,1.0
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,2,0,0,0,0,0,2259609.8782034474,0.0,0.0,1626281963,1626753577,2259609878203.4478,0.0,6.45849537037037,0.30966964986541556
0x0023d9ffe7d793895c5da5833d56c737832ead2b,2,0,0,0,0,0,15189578.905507386,0.0,0.0,1626662067,1626662141,15189578905507.387,0.0,1.0008564814814815,1.9982885029026065
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,1,0,0,0,0,0,5129981.410556754,0.0,0.0,1626701595,1626701595,5129981410556.754,0.0,1.0,1.0
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,2,0,0,0,0,0,3.1033054982620954e+18,0.0,0.0,1626631905,1626719547,3.1033054982620953e+24,0.0,2.0143750000000002,0.9928637914986037
0x0024461e7a8ce7157866eaa4c24b702d328250ce,1,0,0,0,0,0,0.0,0.0,0.0,1628416365,1628416365,0.0,0.0,1.0,1.0
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,1,0,0,0,0,0,2.6044090290244564e+16,0.0,0.0,1624733104,1624733104,2.6044090290244566e+22,0.0,1.0,1.0
0x00246f7813397868b1beec56e1677efa47816dae,44,0,0,0,0,0,7.438978731874707e+24,5.816299443463209e+24,5.472177717614791e+24,1622447007,1624263724,1.2789882646491295,0.9408349365101606,22.02681712962963,1.9975650472356665
0x0025a856d01a898bd52286d56c52323b13937b65,1,0,0,0,0,0,1.422024974218183e+17,0.0,0.0,1621849897,1621849897,1.4220249742181832e+23,0.0,1.0,1.0
0x00261d225db379b3fc74cd0228d6f90582d39035,2,0,0,0,0,0,3.2239917783138004e+16,4713438272388597.0,0.0,1620731387,1620731387,6.84,0.0,1.0,2.0
0x00262ffcfda82b5582d1905ca05b849f196b0419,10,0,0,0,0,0,101419673.61600111,57242858.10787878,56953406.24693982,1623431571,1623756471,1.77174370687197,0.9949434414963269,4.760416666666666,2.100656455142232
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,1,0,0,0,0,0,1.6209142428199926e+17,0.0,0.0,1621965973,1621965973,1.6209142428199926e+23,0.0,1.0,1.0
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,1,0,0,0,0,0,1862989.298047552,0.0,0.0,1627103795,1627103795,1862989298047.552,0.0,1.0,1.0
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,1,0,0,0,0,0,2.045908664031135e+17,0.0,0.0,1622078807,1622078807,2.0459086640311353e+23,0.0,1.0,1.0
0x002775390698ef16589bb22bba37ae7906ae2f36,30,0,0,0,0,0,8.179004375676156e+19,6.852293627181608e+19,3.3863082668681677e+18,1623140063,1624890887,1.193615571760055,0.04941861004664766,21.264166666666668,1.410824156444723
0x0027c6cd01364a3c5d29f72269b36dfe85628193,1,0,0,0,0,0,1886450.9259060726,0.0,0.0,1627216826,1627216826,1886450925906.0728,0.0,1.0,1.0
0x0027f7335d610f15b325baa5798414548720fcaa,13,0,0,0,0,0,6.465885046937105e+20,1568676366.2421105,1571611093.3811846,1630270928,1630387748,412187318307.5133,1.001870830212164,2.3520833333333333,5.527015057573074
0x00283b611db7844cb5677b311afd67c8e3078518,1,0,0,0,0,0,7201520.673920151,0.0,0.0,1627231773,1627231773,7201520673920.151,0.0,1.0,1.0
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,1,0,0,0,0,0,3.737532010034612e+16,0.0,0.0,1620266958,1620266958,3.7375320100346123e+22,0.0,1.0,1.0
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,2,0,0,0,0,0,2.123490954986433e+18,0.0,0.0,1626376552,1626697492,2.123490954986433e+24,0.0,4.714583333333334,0.42421564295183384
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,1,0,0,0,0,0,1105875.5718750977,0.0,0.0,1627109903,1627109903,1105875571875.0977,0.0,1.0,1.0
0x002aea16059a7d4bef638a03b61a9e80ef07e745,41,0,0,0,0,0,2.0859408839816873e+21,9.622995982105101e+20,583822851753.2285,1619974774,1627116599,2.167662636314821,6.066955164887359e-10,83.66001157407408,0.49007882294754246
0x002bb13a55bf4525f02717708dd4534ecc475193,2,0,0,0,0,0,3141551.3028579415,0.0,0.0,1626668847,1626668915,3141551302857.9414,0.0,1.000787037037037,1.9984271638062634
0x002c77a71d54e6da4b28690fe1676752a74a67eb,1,0,0,0,0,0,1159747.3478486582,0.0,0.0,1626686226,1626686226,1159747347848.6582,0.0,1.0,1.0
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,5,0,0,0,0,0,3.5475873750512685e+17,2722530.9172016466,2722530.9172016466,1617954913,1619512240,130304759906.872,0.9999999999996327,19.024618055555557,0.2628173656574358
0x002d2715b179d0db3e17cc28317a98f2f65e6884,253,0,0,0,0,0,1.717024681532357e+23,3.1579052641518703e+22,1.31216618894225e+22,1617981693,1626784655,5.437226699052052,0.4155179079745646,102.88613425925926,2.459029118175185
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,1,0,0,0,0,0,1.0583110892772929e+18,0.0,0.0,1626800174,1626800174,1.058311089277293e+24,0.0,1.0,1.0
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,29,0,0,0,0,0,7.541229326265332e+21,4507462083.128548,1386103831.6551259,1618617657,1629741264,1673054412258.328,0.3075131428932744,129.74545138888888,0.22351457942889777
0x002de04d579930686698abab5f48bda0b24fb9fc,85,0,0,0,0,0,4.557611237307446e+22,43067646503.0053,43774100999.6205,1623480242,1630421267,1058244786370.997,1.0164033689782863,81.3359375,1.0450485063874748
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,4,0,0,0,0,0,8.185806955103062e+21,2.49553326724266e+21,2.49553326724266e+21,1618820622,1618820754,3.280183463211309,1.0,1.0015277777777778,3.9938982110664263
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,6,0,0,0,0,0,15030517.322502183,0.0,0.0,1622926927,1629143212,15030517322502.184,0.0,72.94774305555555,0.08225065983783103
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,1,0,0,0,0,0,12361.424916557984,0.0,0.0,1626479749,1626479749,12361424916.557985,0.0,1.0,1.0
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,108,0,0,0,0,0,7.103870377338909e+21,1.4477163586772271e+20,2528028174.9432893,1621161449,1630250383,49.069490268312556,1.7462178691226083e-11,106.19599537037037,1.016987501490409
0x0030040e8d836ac3e546c354f9b373e70a14deeb,2,0,0,0,0,0,0.0,0.0,0.0,1625321380,1625321626,0.0,0.0,1.0028472222222222,1.9943217228723773
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,58,0,0,0,0,0,1.6297731895335118e+22,4.916033571209256e+21,0.0,1627077533,1630591831,3.315219812733331,0.0,41.67474537037037,1.3917301589858413
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,1,0,0,0,0,0,1.815047297099417e+18,0.0,0.0,1626943738,1626943738,1.815047297099417e+24,0.0,1.0,1.0
